검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,삼전닉스 빼곤 대부분 고점서 물려 … 카카오 투자자 모두 손실,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBOb0NLS29oVno1THFYejZtZ2NMWHhnSmNTNHozajd0cmx1Q196UThCODBOaUZrb2pOYnNFLWdueDRnN0dRcjZGZmZXS0JYNnFqVEE?oc=5,매일경제 마켓,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만 주 소각…“주주가치 제고”",https://news.google.com/rss/articles/CBMiZEFVX3lxTFA1ZlZsSUNtenA4NWtYR1RsVVdOQ3RMcjRRUXl4N01SaTd4d09GaWtPQ0hxRWd1US1BNWtRemNfUVhXZ0NZTk5tYUlMS0ZTSjA3NUpCY2hURTAxSGs5S1pHc2wwV0s?oc=5,서울경제TV,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 60% 소각키로…주주가치 제고 ‘드라이브’",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ZNUk3NDFvQWZBem0yOGJUSUFXRXpIUHNYbXQxbklQdTFVN01ZQ0lPWDNsalNWNmdRWDJxQnA5c0FRODNzcmtZTVF0OXJIcnBKMHdjbE9Wc1B0eDg?oc=5,에너지경제신문,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만주 소각…“주주가치 제고” - 조선비즈",https://news.google.com/rss/articles/CBMiggFBVV95cUxQLWJBMXpxN2cwbWxhbEVlM1Q5ME5JVVlpb25rQ0VhZUpTT0ZONFhOdDhnenc2bVdNWnVkaWljQm1GblRvMDF3Z2IzbnpidERfUDdMNjZ4T3labzF2STkxNVpxVlU3M3ZOOWw2ai1MLVA0TDRraVpvb241WUhEZzZtSy1B0gGWAUFVX3lxTE1MRGlSOFFKYTZKUkM3YnQzQVBBMmlDc2NraDJMX1B1SGJzRXFsUVhBd3U4eVBxM2lMWTFnNU9ybjdOWGZMUTdOejlZQ1llblBpZm9MNVpPWXFoWGYxVG9rdDZEZ1NyOEdGMngwTy1OanBza2hCZUxVNTE3czJfWXlXV3RtMzdZT2xrWk8zWWZVblpmc0ZFZw?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만 주 소각…주주가치 제고",https://news.google.com/rss/articles/CBMiVkFVX3lxTE93THM2VHZ2czBGb0pBSjJvUEwtQlFPUG16SEJqWEVYckhlQ1ZBUXhhdlpIaVhwTUdiMWlpcWlZRVo5SDkwX2FIWkFQTEJEOXZndW04d0pR?oc=5,지디넷코리아,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"""계좌가 속절없이 녹고 있어요""…반토막 난 주가에 개미 '한숨' [종목+]",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9qRzczQ0FiZVJmWWdNX3oxSzJGTWxzVFBQOHdidXAwTGFOczJzTlF2OUpST0JoZkd1WWJYWFNGQ1R1RHJYWjZZZDNNaE5DWXJqQWd5S0VaWTBJUdIBVEFVX3lxTE12cHFnNGRPSElHUVRWUlg0RzJ1a3VuWG14ME1ZMThoOHgxMFV1U0F1am8ydnh5Mm45alFRMEpTeExNV1huLUxfNWt2eUpncnRtRlpseQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,[포토] 제3기 ESG 아카데미 2강...카카오 판교아지트 투어 및 실무자 강의 진행,https://news.google.com/rss/articles/CBMicEFVX3lxTE5YWFhYYTYtOGJicklObDYzVUxENURDcGxEb0ZEZ2ItRmNIbTdlYkhscEVCTUw3SzdpRnJTdDVCR1NYVEVCTE5kcnpURU1qYXVUQV80dFFuS3U3NU1jQWR0RlNJQ3V6QWRYd2d3eGRIakw?oc=5,meconomynews.com,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
카카오,"KB증권 ""카카오, AI 사업성과 입증 필요…목표주가 하향""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE91UGpreXFvU3VzYnB5MGRjZlBGOGFHMmZGTFhqR2l4UnBzdjhXeGtpOWpJOUx1N19qdnFhVF9sWG1Nb1JiT0hjMTI3ZVl3aEF2Z2djTHRnQ0loSlXSAWBBVV95cUxNWndtRFBZUncwT2piNjR2N0tya0d5V0lMdnV4bmFrR3dMcXp3UmtiUHlEUlRUM0VCYmJjUVl4Yks3bGJ0VXdRSld5RDJwbXFnUTFnUTNOLWlYU21ZbWlNTTE?oc=5,연합뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[클릭 e종목]""카카오, 하반기 AI성과 나와야…목표주가↓""",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5xQkhjYklNbVBFbGxUSzNrbnZtRk05TDNaWTY5WnNEdXJja2IzM191RXhLV3dlUzRxaDBydWhpVGRIdUtfUTBkTnV5eEFHNnotV3hWaHNzMk5xaUp6UXl5Uw?oc=5,아시아경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,“돈은 잘 버는데”...카카오뱅크·케이뱅크 주가 묶인 이유,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBLN2h3NDNUNWlveWJlY0dqa1AyQmY3QlRrM19CbmJNdDU4RWhZR1A0ZjJGR0RRVHVjbEs2cEt0WUVsdWhKaFU2V3dzVEpVUEpVaFZaVU5XMDlLdWc?oc=5,에너지경제신문,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만주 소각…RSU 도입·감액배당 검토",https://news.google.com/rss/articles/CBMia0FVX3lxTFBLcnd1b1JTN0dtX2U1ODNnLWhST1h3eENYOXhOZzJ1cTZLbFE0UWdGYURGVzEyR1M4NC1fWEpOZGxrYlQyTEU1eVJNUmRoU0xRdXBYM2NVWGRkWll5VENnS2lpeWU4WExuNFZV?oc=5,라이센스뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"""주주가치 제고 앞장""…카카오게임즈, 자사주 50만주 소각",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBDSi1uNzdvMHhxdGRSUm5NdmFKYW1PdFpmNG5BVnBNTXJFS1E1bDZSZkhibHZ2Tnc0dGtLTGJLY3lKem5OWVBKY0pvajVYdnhpZl9XMjRXZHR6YXhqV3RiMVAzT0w?oc=5,매일일보,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 60% 소각…""주주가치 제고""",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBIaURHOFpKSmFhdUhMWGdIdjYyNTNwUjRVUGJScFRoOTZQYnY4N0Y1aWdQVHloMG53aklEdTAzUWp4Si1rVGFBV3gtOGpqeS0wTEx5bmVydVRQeTV5TXd2cdIBeEFVX3lxTFB2T2ZjaExMeVVRb1ltcVN5bnBYN1dPOVluYzZJS2VVX3Y1SG1uOU9TUjJOY1B4RWNHNzJDOS13bWMzeVAzeVFwU043R2hNS29iUzExRXdCTWNXTW5JMVNqV1RhVFBCSFkxazNzYmIwUDJHY0g5VHNNQQ?oc=5,뉴시스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[클릭 e종목]""카카오, 하반기 AI성과 나와야…목표주가↓""",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1pYVhTYm1Tc0x3TGEwWE1RQkpCV1NaUEtENV9TUUFDZk5iYjBvX2ZkQkpwUHlCNUNQVWVTb1didkdEazRhTW1SLUJ2T3RLejZWbG4zWg?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오 VLM, 국내 모델 최다 다운로드…멀티모달 경쟁력 뽐냈다",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBEbks1aWczMnBpM1VRbVlqekdxMXY5dmNFNVppa2lMX1N1cVNqMmNfbTA1TjhNd1E5NTRfek9IcjA4a0FGWHZUOUJmQ0dpdw?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오모빌리티, 르노코리아와 고정밀지도 데이터 공동 개발",https://news.google.com/rss/articles/CBMiZkFVX3lxTFB5bTJYMEtQbk0yLV9heDZaNmFtVno0amx0bTlRUlhnMDN4UDhwTVJ0dXJGZGxaMU43anJLUEhEV2pHZHpRUUU0d2RYS3pCRFhRakxhRXBhNWFDOXpial9WcEtoRVFUQQ?oc=5,디일렉,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오게임즈, 상장 이래 첫 자사주 소각…RSU 도입",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1jOUZ2VDRrYkFlT3VPc1RTX2x5V2N3Y2ZJVW54YWNBcUFWVFhPQ1o3Z3IxamV4WGVWOGNMRlZoRE83d1Y0czlqdVZ6Y3FKRXN4Z2pheHpvSzdZenPSAWBBVV95cUxNNmJzVUtlMThPMDFWX2xYN1R4LVc4U1M0bThMQjJqX0NaMTc0T3hJRDFsX2l0MlZwMk5xVVlmc1BJbFZWaU5wQ3VrR3hSbVdqdVhHdU9WbWhWXzBvX0YyWXU?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,삼전닉스 빼곤 대부분 고점서 물려 … 카카오 투자자 모두 손실,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBOb0NLS29oVno1THFYejZtZ2NMWHhnSmNTNHozajd0cmx1Q196UThCODBOaUZrb2pOYnNFLWdueDRnN0dRcjZGZmZXS0JYNnFqVEE?oc=5,매일경제 마켓,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"방미통위 ""네이버·카카오·구글·메타 등에 허위정보법 적용""",https://news.google.com/rss/articles/CBMicEFVX3lxTE1XTTF2VW5hNFM2UW16SVNRVEJSMEhyTV9CN2xJZzExMDFEb1JDOFpPNmxSQUV3MDlXRXlSdGt6OFN5UVdvRGJtaWtlOS0xeGlVVzRSbW96VjFpNTY0djZpaW9lVGo3QzlSN1FVYk93c3A?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"""카톡 검열 아닙니다""…방미통위, 네이버·카카오 등 8개 플랫폼 규제 시작",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1Ody1sT3RHbThmX2d4NHNnaGljQnFDRldHcFNBNU4tSkl0OFR1bGZ2MXh6cmVjSDlWTmVONEVmSml0R3BfYkJNZVI5MlVyWHM?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만 주 소각…“주주가치 제고”",https://news.google.com/rss/articles/CBMiZEFVX3lxTFA1ZlZsSUNtenA4NWtYR1RsVVdOQ3RMcjRRUXl4N01SaTd4d09GaWtPQ0hxRWd1US1BNWtRemNfUVhXZ0NZTk5tYUlMS0ZTSjA3NUpCY2hURTAxSGs5S1pHc2wwV0s?oc=5,서울경제TV,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 60% 소각키로…주주가치 제고 ‘드라이브’",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ZNUk3NDFvQWZBem0yOGJUSUFXRXpIUHNYbXQxbklQdTFVN01ZQ0lPWDNsalNWNmdRWDJxQnA5c0FRODNzcmtZTVF0OXJIcnBKMHdjbE9Wc1B0eDg?oc=5,에너지경제신문,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 카카오톡에 카드 관리 서비스 ‘카드영수증’ 출시",https://news.google.com/rss/articles/CBMibEFVX3lxTE1ZeENNR1QtWEQ0YnNaMWpuWDN6dU9ZSUgyT1NmQ2Q4QXpBVDVpSkF2SG01TmNvZHRVdjNBbkxJMjBJVS05eXdNLW84MGFQMGJrdWxwazRjUmEzbzlSZlp3b3NtMS1IdGNmRkF3Uw?oc=5,중소기업신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만주 소각…“주주가치 제고” - 조선비즈",https://news.google.com/rss/articles/CBMiggFBVV95cUxQLWJBMXpxN2cwbWxhbEVlM1Q5ME5JVVlpb25rQ0VhZUpTT0ZONFhOdDhnenc2bVdNWnVkaWljQm1GblRvMDF3Z2IzbnpidERfUDdMNjZ4T3labzF2STkxNVpxVlU3M3ZOOWw2ai1MLVA0TDRraVpvb241WUhEZzZtSy1B0gGWAUFVX3lxTE1MRGlSOFFKYTZKUkM3YnQzQVBBMmlDc2NraDJMX1B1SGJzRXFsUVhBd3U4eVBxM2lMWTFnNU9ybjdOWGZMUTdOejlZQ1llblBpZm9MNVpPWXFoWGYxVG9rdDZEZ1NyOEdGMngwTy1OanBza2hCZUxVNTE3czJfWXlXV3RtMzdZT2xrWk8zWWZVblpmc0ZFZw?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 자사주 50만 주 소각…주주가치 제고",https://news.google.com/rss/articles/CBMiVkFVX3lxTE93THM2VHZ2czBGb0pBSjJvUEwtQlFPUG16SEJqWEVYckhlQ1ZBUXhhdlpIaVhwTUdiMWlpcWlZRVo5SDkwX2FIWkFQTEJEOXZndW04d0pR?oc=5,지디넷코리아,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오모빌리티, '케이라이드'로 지역 축제 글로벌 문턱 낮춘다…방한 외국인에 이동 편의 제공",https://news.google.com/rss/articles/CBMiYkFVX3lxTE4wdGlpOU5Ec2M0a3EtbXdnZkZDWHlweHgxelgxbWpIa3hpbXlqNTQ3UFE0bzJFVGdQTlEyakVyTENNUXN4QkYycnhZazgxS2dDRHVEcEhQWHU0cTVKT004NW9n?oc=5,미주중앙일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,[속보]네이버·카카오·디시인사이드·틱톡 등 '가짜뉴스처벌법' 적용 - 머니투데이,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9od2htck1ldkl6RDhlWUFQaFNFVDctZjNuRVE0d1BydkJCMzNwUXpMVmdlRzFCckhpY21xd3pXY1ZnWmxQOXl4NU5EenNvM2tiMDVwRi1BVzVzYVB5S29jUGpoQ281LU3SAWxBVV95cUxPQkJYMHgwdkxNcjZ1MmFTVG8yeFdDR0ptSklrS2xfQ0wwUXA5Vl9veHltRkpjRHc1YkpGaFZjYVRJVS1uZkd4b05XZ3M4YzdQQlllV2Y3T3JUbmZhM0NuR0dvNXlUNFV0U3dXNDM?oc=5,머니투데이,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"방미통위, 네이버·카카오 등 8개 플랫폼 허위정보법 규제 대상 지정",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9VY3VlbGN4MTNMc0xtNjBwTTlPRVNhOGlWY3M2Sno3enNmQ3N1cUdVLTJBR0pkbmQ4WU9ZWDd5UjJ0R0xJbXZibjdLYXZaR09rdTZxZXN1THczeUd6R25NODllSzFaMFk?oc=5,강원도민일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오맵 고정밀지도, 르노차량 접목",https://news.google.com/rss/articles/CBMimAFBVV95cUxPeTBQNE5fVVE3ODBMTVdDLWdma2RmanZtam5DRVFDbkl0UE5ZRnpDNGQyeGtUc3VsV1pIeERBWFhKRU9kVWZpWHhncHZ0UlI0R0wySU9iTWZ2RlV2cVNjMWphbkRvRWQtbEczOURzbjBPdVBGUXRMNzRjNTRZcWs3UnRXZS1FbE9INDNmNV9UbjR2M0tKTGowUw?oc=5,국제신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
