검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,"경찰, '고객정보 유출 혐의' 카카오페이 본사 압수수색",https://news.google.com/rss/articles/CBMiTkFVX3lxTE40RnV2aU1neUF4cEgwZUpfT19PcXU1MU1zNEUzVEZkRlhwd0FkZ3pNbXNoV0JWTHZtV21zMXIxRC1lZnVONmo1Z1pRaFBWQQ?oc=5,전자신문,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,경찰 '개인정보 유출' 카카오페이 압수수색,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9VbjFmNUxYX0g0dW1iYmtYdlU5T0lIVS1zTk5KcnN3dmlXbW9vbVlsNGtRbUhoRVpsWkFmdldxSUFIR0hUekVCM2dJUlVQZks1VnBfQtIBVEFVX3lxTE9VbjFmNUxYX0g0dW1iYmtYdlU5T0lIVS1zTk5KcnN3dmlXbW9vbVlsNGtRbUhoRVpsWkFmdldxSUFIR0hUekVCM2dJUlVQZks1VnBfQg?oc=5,한국경제,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"경찰, '4천만 고객 개인정보 유출 혐의' 카카오페이 상대 강제수사",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBBWWxPanRnUmJEOEdvOU01cFNoMHRvOEVsOFozOVJDY1kzNUlZVG1XcDdlVl9sS1NtSHIzY2o4ZF9mYWlmVkpTVDJtNGxTT00?oc=5,v.daum.net,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"경찰, 카카오페이 본사 압수수색… 中에 ‘개인정보 유출’",https://news.google.com/rss/articles/CBMidEFVX3lxTE03Um5mamRvT1l3Wk5SMENJWjhNOXZRTExEYUpYZjRMUlZ1b3RaU0pJS2FRUjk1dWZiRUtNYWlPVGtDX2xYM09pWnJPTExkOUcyMnlPM0M0QlhFejFDWTYydVFjUWdSaklHemxBeG8wTHhKN0ZJ0gF0QVVfeXFMTTdSbmZqZG9PWXdaTlIwQ0laOE05dlFMTERhSlhmNExSVnVvdFpTSklLYVFSOTV1ZmJFS01haU9Ua0NfbFgzT2lack9MTGQ5RzIyeU8zQzRCWEV6MUNZNjJ1UWNRZ1JqSUd6bEF4bzBMeEo3Rkk?oc=5,IT조선,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"경찰, '알리페이 정보 유출' 카카오페이 본사 압수수색",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5CcEpMNTNkTkNJQjFWMndRbWNhNzlUSjdOaVdsNkJGTTVxWDM1S290R0JGaVVleWc1ZWFmRkFsdG1SS2ttaVNJZDBuX1lJM0JhTnc?oc=5,노컷뉴스,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"'4000만명 정보 유출'...경찰, 카카오페이 압수수색",https://news.google.com/rss/articles/CBMibEFVX3lxTFB3TEtvVDd3a0R2YkZDekxMR192U0ZObDVKS1Rnd2tSVVhiZkI1YzRsVy1SWHRMU3N2SHRORTIzV0hqMVNNUFBHOTdoWk02MTIwZlRZcGlVRDdzdjhaajlaLUlQYV9oSmtyOThJRA?oc=5,한경매거진&북,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"한투증권, 카카오 목표가↓…""실적 무난하지만 성장률 하락""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1FdDlnOFdXcWlXdk44OFJBWl9RU1hnNWIzU2JyM0s3LUt2ZmI1eXlZdkpTNnVTbjBXNGdPZXVNWmhqQklwUlNrM1JQVWpFN1hrejVZY1l6YkduWUXSAWBBVV95cUxOOW9IbFp6YmFySzBqNy1FYmJFTHNhNlFUeTdsYUVpeXJvZUE4V2hvcGp2TWtrMHFDcEM1SHBnd3JFNExpdDNrMkxLSUZvbTZpOVNIOExFVnZvc1ZZa3FreVI?oc=5,연합뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"경찰, '고객정보 유출 혐의' 카카오페이 본사 압수수색",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1Ia0wwejZfWUFzb2xBYnVwdkNTYWx2NHAtUEJvb09WXzNsVlRFZV9fLXlNaUdLMGZQTnZqSFZjeWNRY1Nad3IyQXFDcVRIeDl3MWROazlLcldZdTczUkx5ONIBYEFVX3lxTE1Ia0wwejZfWUFzb2xBYnVwdkNTYWx2NHAtUEJvb09WXzNsVlRFZV9fLXlNaUdLMGZQTnZqSFZjeWNRY1Nad3IyQXFDcVRIeDl3MWROazlLcldZdTczUkx5OA?oc=5,연합뉴스,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,"4000명 개인정보 중국 유출 혐의… 경찰, 카카오페이 본사 압수수색",https://news.google.com/rss/articles/CBMib0FVX3lxTE85VFhHcm9QckJMbThrRnRvTHdQamdMclo0b1RPdVdSemVsQThfSEZlckpLb1NtNEpidmM0SWVBeGFuc0ZVZWR0amhuNXVzMHpmUE1rMTZBWUJJRXVZNmV2OExaLTdpUGpIUjRJbGtOOA?oc=5,기호일보,2026-07-08,"[주목! e금융] 하나금융·우리은행·카카오뱅크·신한은행·KB국민...""포용금융부터 디지털 보안까지""",https://www.kdfnews.com/news/articleView.html?idxno=184980,v40_same_official_enforcement_base:platform_enforcement:kakao:privacy_data_violation:decision->general,,platform_enforcement:kakao:privacy_data_violation,0.98,,,,,,,,,,
카카오,네이버·카카오·토스 행안부와 맞손…주민등록증 사진 대조한다,https://news.google.com/rss/articles/CBMicEFVX3lxTE5WN0h6SzRld0ZBNzlPMW5PY3laUzlnS3FpaGszVlpoN2VFaWI5ajVIcG91d1IxQmpmSGpESmQ4R2ItVUJhTkRISm5MN1ExTDZGbmpfVmIzclM3djg4cXRFX2RNVU1xZ2JpeDVXeWVpdlY?oc=5,신아일보,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
