검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"키움증권 ""카카오게임즈, 신작 창의성 확인돼야…목표가 하향""",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1iNk5ma29acFlTV0t3X2NNVUJKMS1SXy1LSVhOZDdUV2hFTXE1X2huanlNYk9pMkJGT0hWLUFra2JHcEw3M1JTMVU5MElETlBLa0gyWmg0dzFOQ21OdENycdIBYEFVX3lxTE1iNk5ma29acFlTV0t3X2NNVUJKMS1SXy1LSVhOZDdUV2hFTXE1X2huanlNYk9pMkJGT0hWLUFra2JHcEw3M1JTMVU5MElETlBLa0gyWmg0dzFOQ21OdENycQ?oc=5,연합뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 4분기 순손실 전망…목표가 하향-키움 - 머니투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE10RkNpUERWaHNScnA0TWFKSXRrMFlBMGd1VEFibjlrOHNyVWc4a1hxZVNmeXVVbnh2MXBaeGRKYzVPQnE2d0hraTlFdmhlN2pHOHE3a3YybkZpR0ZyUUowT3IzdF9ONmFYS2FHdEV30gFuQVVfeXFMTXRGQ2lQRFZoc1JycDRNYUpJdGswWUEwZ3VUQWJuOWs4c3JVZzhrWHFlU2Z5dVVueHYxcFp4ZEpjNU9CcTZ3SGtpOUV2aGU3akc4cTdrdjJuRmlHRnJRSjBPcjN0X042YVhLYUd0RXc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,돈은 버는데 미래가 안 보인다…카카오 노웨이 아웃? [스페셜리포트],https://news.google.com/rss/articles/CBMiVEFVX3lxTE1sNUhDVkx5UzlwNHd2VTRibDNqTTRSbHpsbTluaFVJVktuZEdNVVZ4cFIyUHNJWW9oUms5X2IzaVJETTA5OWp0MEhvUTJwRU9CeV9tXw?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 미용 업종 사업자 맞춤형 교육 지원⋯9월 6일까지 모집",https://news.google.com/rss/articles/CBMiRkFVX3lxTE1TNjZKVXQxN0UtdV9Bc2NsbnJucjJ2QmFja0E3M21wOGF2RGZmSGFZUXB2T19vai1icFQxb2NsOW5EV2xKWEE?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,"불꽃축제 관람 혼란 최소화…카카오모빌리티, 주변 명소·주차장 소개",https://news.google.com/rss/articles/CBMiRkFVX3lxTE9NOENZZXo4N01hRjlJT0RhT0x4U2lpXzZIbEE0Q1otU0VvbmRackZFS1RnREpUMkNzQ3JSQlJ1WVlMYndPU0E?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,"카카오, 뷰티 사장님 대상 성장 프로그램 5기 모집",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1zLW5sOW5CVzBfVE1ubVFSdWpKYXVxaTUtcXZjMF8tNFlEcVJjUEpBTGNsVFVfSkh6NDNlZTlRUmU1T2tPS0FIZmdIeFRwZ1U?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,카카오 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9PVkh6ZFU2TDR6TVJvM21hZloya3hzOTREZW9sZU5sRG5CaUk5X2VfMm5KRlZFWDBqVXBfTjBGWk5vN3BNOEI3ajVZdS0wRkFuNTN5TVhvandLejBV?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오게임즈, 4분기 순손실 전망…목표가 하향-키움",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1NMGNzWldtcWVvSXRROFk1SXpyT2p6bjBLaWJ0UXRVZFpHVEFsYmtJNmVrWXlhdnp3bGtoTFRLVEx2N2pQQ0xqaVRvX1BLTFc1ZWtz?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,“직원 70% 없어도 잘만 돌아가네” 카카오 파업이 남긴 것들,https://news.google.com/rss/articles/CBMiVkFVX3lxTFB0SkU4ck1kSnZrT0V1Rjd6NjhLZEZjbE9WWVlYMVlYa0VpVnZXdTVZbU5jdjFmbFJmWXBaSFByNnJKQXVhVGVBSEdoRVc1R2VLUDh3QUt3?oc=5,중앙일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,정답 '두글자'?…8월 13일 카카오뱅크 AI 이모지 퀴즈 정답은 바로,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBxeUhoaEFTT29nQUpod2hQQWhoUFF3UHVRNWMzbjBqWTJTZE9GWFU4N3B2azB2NDdzblp1TTRwWnY5ZTVadTBIRXR6bEpsaVRPTldMaGpR?oc=5,위키트리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 광복절 맞아 ‘독도를 기억해’ 캠페인 진행",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1uaUxqcHU5c3JMS0ZjVkJ5aUNidkUyWkNMeUJRODhnVFpMNG02cTJzYUFaT05wYjB5Znk5bDN1blF6Vnl2YlhKUHNucllJOFlEamk4c2JB?oc=5,카카오,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 광복절 맞아 '독도' 캠페인…독립유공자 후손 지원도",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5JUDVFb3BsOHJMckJ2UDlmeEJzVkMwMkJicHdXVE40dzR4anhKTjQ5QkZ3WEpFZ08yU2t3YkpRcDktazN5RUdoemV0OWFGN2dNR0xtYVE0VV9JWHfSAWBBVV95cUxPaXZIWkQxMHIwUURvbFJ0WU56TXk2ejZNSG5yUjdSSllRM3kwamRaUmhIOFJiZkhYU29lZjlpN1R1T1gxV3pYZVJkUWZKYUl0SWwxZGNpbmc3RjJELTl2bnY?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오뱅크 노동자 준법투쟁 돌입,https://news.google.com/rss/articles/CBMicEFVX3lxTE13d1kxWk5uNDRlSERRaEZxbUhoVG1PelNpWlJiRjV6UUdIYVlWZW05S016R3VCdUVCLWhQZ1BQVGJvWXpCeC14WWlBU3dmdnVFaXQxcDlWUWJ1eEdjdWtlQ1FhWjY5d19HOVNPQUUxT0E?oc=5,매일노동뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 비즈 멤버십 제휴 확대… 식자재·학원 운영 추가",https://news.google.com/rss/articles/CBMicEFVX3lxTFBtSEVocWdSeEdjY0pyYWt2ZWkzY2xnYnB5WGxMYkI2Zk82VWhmemVLRGpsUGRjZktESkR5cUZ3MGs5MExyQi1wS3ZQWjAtbVloVTlaYnFiZlZkU0VHSWlzYUJ3aVpGZUZaMm83YTJsOELSAXRBVV95cUxQN083YmlqOUFCWG9NSVloZ0FvVHZ0c3pQMVdiZkJjTjU0cmFpUnFKTl93al9FN3dZTFFRNVZYWEtWcW5yUUc0VFpFU0dSbElFNnBqZEFhOVppd2NWQnl3NngwZGY1aG0tQklMcGVaMzVtTzFJZw?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,"카카오, ‘비즈 멤버십’ 제휴 확대…식자재몰·학원 운영 지원",https://news.google.com/rss/articles/CBMiZEFVX3lxTE0ydHRWZElLMDV2aFFkNUE4MVh0bG1yZHYyMjVPUnVYa0VNaEVVVHk0ZmFLU2tLR2VZZWZ3MXJRbzhlY2lVeDY0VHVjT0FYOUNFS2RuRTQyNlJMQWphY0s2dkZPTWI?oc=5,sentv.co.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
