검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"카카오페이증권, 국내주식도 소수점 거래…천원으로 '삼전닉스' 산다",https://news.google.com/rss/articles/CBMicEFVX3lxTE96YjN5V3o0SUNpcXBWS2hjMTFYQmd5emFtcEN2cnpURTNfTDdFQlZJOU9ycWdpMDUwNTlBUjFHOEJ3ekhzOS1sYXJKN25kYzZscVAzRzQ5bWl1V1NSV1YxYnVMNmNMMXR1X05VVEFQNXQ?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크, 반기 최대 순익에도 웃지 못한 이유…플랫폼·비용 '시험대'",https://news.google.com/rss/articles/CBMiWkFVX3lxTE54WEtTalYyX3V4ZURrdzExQTlMcUhyQkw3ZHUxXy04UTlHWVplWkRqaElGRHZuV081RTNoWE00bU9MZjZZTnhlMGY2WnRPb1hxY2xuYmZCUjVHZ9IBVEFVX3lxTE1hYVFHLUdmcW05cFR3aHJjTXZBank1T0p1R3BqUnFGZ0hqS0dxOEMwSkx3V3NwR2Y3TXpsYU9idVRrX09zRGFOeFFxeVF1emlqaC15cA?oc=5,news.tf.co.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오모빌리티 '02-114 택시 대신 불러주기', 누적 이용 15만 건 돌파",https://news.google.com/rss/articles/CBMia0FVX3lxTE1rckpfbzdYZl9UMm5ZVEczNlV2d000RWU0TW5zWGdZWkh0WTVoa1FCRU1RYWNFSG9INXBNSUIxYVRnR3MtYWNLNmdxN0oyUFJKdDJZUHNxUHJLeFMyODJGQk9RX1ZrTlZfaU13?oc=5,BBS불교방송,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[리포트 브리핑]카카오, '국민 메신저 카카오톡, 내 손안의 AI 에이전트로' 목표가 47,000원 - 대신증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE0wa2IwUFFPMWptVmVwXzVINldpYmQwVTRIVUpOTVZ4dU5ReVdkSWZYNmlhTVo2XzU1Y1RKV1RrWmJORzVXMUhxRmU3c1Q4YnpCS0RNaXljamlqanhs?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 브런치북 출판 프로젝트 대상작 10편 정식 출간",https://news.google.com/rss/articles/CBMiTkFVX3lxTE0zN216SzJkaER2MndicWNqMnF1TGtrU0JpYXBWcW13eElwR0xuRHhwSmhuWjBjREI2NW4xN1kyV0ZRbHlSTXJIRjlqVm1tQQ?oc=5,etnews.com,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"쿼드쎄라, 1020 대상 홈케어 디바이스 ‘틴즈’ 출시…11일 카카오쇼핑라이브",https://news.google.com/rss/articles/CBMiU0FVX3lxTE13N1UwWXMwR09SV1dHbVY4TWxubm5jTl9lTGtFU3o2TnpqQ2d5WXZia0poN2VYVGZoYW9QNWM3aGYwUjk2RWN2enFRaVRsaVZDZ2ww?oc=5,thevaluenews.co.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 브런치, 공모전 대상 수상작 10편 정식 출판",https://news.google.com/rss/articles/CBMiZEFVX3lxTE42cXRTbG1iSzJKWlZJYnhlRkltdkNoRnNCZC0wWXJSRHJUODdkZEd0TjNtZWZ0N3ZqZWhRbGF0bFlBRkFqaHlBY0Ixal9FenI0QUxvSXBoSkVMcUZCdjJrS3pTeFc?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오T 대신 불러주세요…전화 한 통에 택시 잡는 114 호출 커졌다,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5YbEFkNDFObDBHU0RnYWFUSUlxbXNfcjAwdUpXdVZUekhJWGZvamRIcU5vTjY0aVFsS1g5R1hxRlZCVmlnY1MyZG5ENkZHWXEzUUNNVXlkWlNXZ9IBWEFVX3lxTE8yT2FvSmd3aWVnVEJZbWVrZGh1Y1RwSk5Ob0FIRV9qMFUxS3E5Nzl6b1pRS2R5VmtkTGhRc0RFU29tY0h2T1FxNmRkb1hkQ0M3R3c0RlBwYk4?oc=5,아주경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"같은 AI, 다른 베팅⋯네이버 ‘인프라’ vs 카카오 ‘의도경제’",https://news.google.com/rss/articles/CBMiWkFVX3lxTFB3d2NHMi1VR3AtRjVtV1BMeHFkbmFGZFhwdWxIeDVyRTRMdDh5dnpCUG5pYm8wTTlWXy02cVVXZ0xmQ1IwMkNuNXZqdXBCUE9pRWUtV1JmOTF1UQ?oc=5,브릿지경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, ‘슈퍼월렛’ 꿈꾸지만… 디지털자산 생태계 구축 하세월",https://news.google.com/rss/articles/CBMidEFVX3lxTFA2bGtRbUlXODBiWnAzZ1NqYzVNVEJpYWpqMzZaT0I5M1E0Q0xxUE1YRG5iRl9aYUZ6ME1wUU9KaFJiTTZJX3BBS0p2MGxVOXBtbWc0VFZNTkdaRVktdmxRYlFsUjd3OXpZRWlIdDJSenlELTdh0gF0QVVfeXFMUDZsa1FtSVc4MGJacDNnU2pjNU1UQmlhamozNlpPQjkzUTRDTHFQTVhEbmJGX1phRnowTXBRT0poUmJNNklfcEFLSnYwbFU5cG1tZzRUVk1OR1pFWS12bFFiUWxSN3c5ellFaUh0MlJ6eUQtN2E?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오페이증권, 국내주식 소수점 거래 시작…1000원부터 투자",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1NbW14SDFmYTdwb1FYeUxNWnhVNE5xeFB3SjZlM0FfNXBXZm9FQ2FwWHhiZHBRaFl3Umg5cGEyUWxfZVRWbGx2VzE0TXQ0dw?oc=5,etnews.com,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오스타일 지그재그, 슈즈 카테고리 성장…거래액 두 자릿수 증가",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9JaERMVy1IZkJrUHRHWWx4U1ZadUxZOW04ZldFenY4S2lUc0tYeTlPcTNsM2dLdDctZEh0SFlpMUh5Q09BeFdfVGhnTTFLNWFhazZ3WjAtc01IUGVm?oc=5,뉴스핌,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 브런치북 대상 수상작 10편 출간",https://news.google.com/rss/articles/CBMicEFVX3lxTFB3em1Zako0bUd5TDJEcWlLbFRmOW9UMWxGU2NxV2p5N0N1d2NuRFJPcmdfTHBpb2JsT3NrdDhxUVF4WjRESWFUelF0OHpsTVRGNTdlRnRub3d3WXk4M2NSZVNIR1RsakNnSVRNSS1KZXLSAXRBVV95cUxNVnJUTUdHODlrTm1NaDJ5YVFNVWdNVkl1YU5NVDhKbkRIQnN4Tk5sa2JzYWtTeUYxaE9CTm1kamJ4WTdsVjFqQnJ3T19nQ3pscmhZYTZDNGhRQnRkU1c3UzMxdXQydlpIeU5Gc3NpMGpGZm9zTA?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 제13회 브런치북 수상작 10편 출간",https://news.google.com/rss/articles/CBMia0FVX3lxTE14X2FjNUlqNUNPd0dHdnc3TzdkWk90azJjeFFha1FnZmtMOXUxc3RsbVZUblM5N3hvQnREOFJEVkN5LWdudDlacUFTejlzT0x4ZE1nT0VKTllxb01mQ1lEb1Fqd2RQZFhiVkNV?oc=5,라이센스뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"네이버·토스·카카오페이, 해외결제 자금세탁 관리 부실…'경영 유의'",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1BYk5sWm0zbktsd2Z2WVFZS3JSX3JIVGhLdzhWSFhSQVBsY3BDQ0l5Y2NMV1h1RzNLT1NEWTNNbF9PVDF3aHV3cDhzVWJCNi1DdHhXbThkZGNBNGUw?oc=5,뉴스핌,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터, 中 텐센트뮤직 주관 시상식에 K팝 부문 신설",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5JZ0d2VUcxcWFQUTJmN0p3N0xHbHZxbEN2LVcyT1pIYVJqRk51WUMxdldlSzFsaVNMMmNFS2pjcmpDckw0eC1nbzJBdDNHUmpETjBvajExbW1UZm5ZUnRWRGR2VVQ?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"""앱 없이 전화로 택시 호출""…카카오 T '대신 불러주기' 누적 15만건, 61%는 서울外 지역서",https://news.google.com/rss/articles/CBMiX0FVX3lxTE91TVBpQlV3OGJSRU1aQ0prZVd3ZHc5N0ZzLU1VZmlBOVBycnU3Y2c2ODFKSzBlMnZNZUVvc2JjUndEN0VoZUx6NGRBSEhjcVA4YkhMRWUycDlHM09KZWY0?oc=5,스마트투데이,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 브런치, 제13회 브런치북 대상 수상작 10편 정식 출간",https://news.google.com/rss/articles/CBMia0FVX3lxTE9JQ0VTRjBrLVBUV1lINm9FaXJSTllFZ1RWeGM4RktKU3h0am9QTXh6OVFrOG45VUdUdEV5MUQ4M1VtaDMzeWllMTVmUHozbC1aX0tlSThhem5QZmFXTXE3ZXVmcm5udG1iMEtZ?oc=5,BBS불교방송,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"천원으로 삼전·닉스 산다…카카오페이증권, 국내주식 소수점 거래 시작",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1sQlI0bzdwRlc3dFBYU1lEbUhzMzRVVDRTYTNFVHFnMGgySXUzaUlieXVvd2hHeExqT3RGR2UtRGlBZzFYenRMMjhPWnhOZWpuVTkzamlRWUF1bXJwTXNJVg?oc=5,아시아경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오뱅크 AI 이모지 퀴즈 정답(8월10일),https://news.google.com/rss/articles/CBMibEFVX3lxTFA2WmVhREJyeFQtYlQ1Y3U5MXBxb19nQ0JmN3RxSGV5Z09RRWpJOFpLWXFQRTkxVlJ5YVRUbFZ2SlpzdTZNMDlBYkZ6NWdYRlJDMnV1S1AxNk5MWFhfOF9BblZ6VTgzVGhGYUZaWg?oc=5,게임톡,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오페이증권, 국내주식 소수점 거래",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBDSnh0R0FBX0xsWl9lX0NJLVFEc1FpMGtleEJsczgwbW5xcFp5NHJlUU93S1ZoWWQzb3BaZllHcXRTaEoxenpleEZjekVuUDJUaFlxQ19RbFVBbWpGWWtBUEhLb3c4Q2J4?oc=5,fetv.co.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[그래픽] 카카오게임즈, 신작 로드맵 공개",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5FREpRYlNvckhxc3pFZDBFTzJTcWtReWZTR21JbzZuMWpwbkF4cGViSUl3V3Z3dXhkZWxFUDI2VnF4d0s5ZFFxeWNteTNGZjlnLURZcmNuazU1eEc3bzNyZk5iTHVYdw?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"백억커피, 카카오페이 할인·수도권 신규점 확대 병행",https://news.google.com/rss/articles/CBMicEFVX3lxTE9haFdQZ2FMeU54TUpTNlJVNDZHTzA2ZnhnYm43VWtUV3BNeWN0N2VqRnVkYzRQN25FYnZXZ3Roc2dZTkNmWnRIR0VYczNOelN5cXlYX0lKYlV4R1hyYTlWeTVqQ2g5SkpwdjI3TE9nbGM?oc=5,신아일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"“천원 투자도”…카카오페이증권, 소수점 거래 '도입'",https://news.google.com/rss/articles/CBMiU0FVX3lxTE15UGgzY3lkVnoycVNKWmVTbk5NMXdGb2U4Wll5ZkdvZEJGbUlpLTQ3dWhQWjV1Mkotck90UmY5X1lEYV9PVmNjTHdia3REX2hpZTlR?oc=5,경제타임스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,'AI 팩토리'에 미래 건 네이버…'카톡'에 올인 카카오,https://news.google.com/rss/articles/CBMibkFVX3lxTE96Y2wtWTFXZktIV3dIMDZBY0tpbWxmakQ4OWcyeUFxQTk3d1h5b2FmZFYtaXFkTmotczFoclJFRXJnOUFWZ1AyU09pTXl1dDlCbjlnVVljQndSNmZFdjA3QVlsbG5weTNvX2lyV293?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,[증권가로수]키움증권/카카오페이증권/두나무,https://news.google.com/rss/articles/CBMidEFVX3lxTE81Nko3ZjEwdWJoTjRHWENacmNOaGtDbk9ueGxYOC1oSnFYZUNWTFpWMEIwbUk3OU9LUy0tV1VVODd0T1pNUFlsdWFjN0xPbVJRZTZmVVJIR1M2NWVreUdtYUMxME01X2l3bkJDdl9kM1BMTU1y?oc=5,대한경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,[여의도단신] 한국투자증권·대신증권·카카오페이증권,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5DTElTc0hIaTduOGN3eFBMTGFVdnpSaDA3dUJqQkZnTVBfMkE1bXdYcEhUd19RQVpNM2lUbE1CMi1aX0xCbGhPb0J3NFJDaGZZM1pWcHdTRnJpbWpLTUdtUXRB?oc=5,매일신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터, 글로벌 시상식 'TIMA'에 멜론상 첫 신설",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBfNF82NXpDNDdjUE9fSVpRREFMczJ6bE5NU2h2LVhyLXZ3N0thTDNFZVFGSHlvMjFXYXV0RjBiNWNtTUFKR0lIdnA5N3ZySm1Ta0tuWlRWcFZSUQ?oc=5,파이낸셜뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,앱 없이 택시 15만번 불렀다…어르신들 '02-114' 누른 까닭,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9yNjVqekxTYkpVckY4ZmhvVXZaTmtrRnM1dU9hdGdPOFRCbG83TXJ5aUl4T3VrZzl5Tm55STVGZWhqUTFvTHl3NW1NUVFOdzUyMUE2SzRLYVJ5UQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"윤호영號 카카오뱅크 첫 파업, 쟁점은 '성과보상'···순익·비용 판단 '관건' [막 오른 금융권 하투(夏鬪)]",https://news.google.com/rss/articles/CBMifEFVX3lxTE9DT3Y5Vk1xb0pzR3BvZ0dXY0hJanItbm1RMUNqT0JiQTJucjJfbXI1bWVHQWcxQlMwT3h6Z2I1MWc2TTZVX0E0MXhCV1doODlUX0N4bzNIUC1QT2xPei13TUFETWdVZE5UVVZNTmw4YVdXWk1SaGhsdkljNWs?oc=5,한국금융신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"전화로 카카오택시 대신 불러주기, 고령층 월 2만건 이용",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9BTHpFR1FyRDBTdmc0YVlIQmxiZlNQOWlwVWwweGdTbWJEV2JhVjVKTTNTaGN0SlBtb2sybkw1SFlDRXBGLXUxeGZfelNhcmNsWWZvYU5XUGhWLVhsbFpYUDAxd0RJcU01?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"네이버는 AI 인프라, 카카오는 에이전트…실적 뒤 드러난 ‘네카오’ 엇갈린 승부수",https://news.google.com/rss/articles/CBMie0FVX3lxTE4zcmhWNEs3bkhTYVZqcDcydE1vNlhwUlFfRVQ4VlRDaWdNa2pFdXNVdVJLNGZqOXpNX2Q2MndZdUJmblMzZzdDbHN4aFVabmZ3ZGUtSXNQamNiQkdPTkwxX3VLQ3FQUGowUGNaRzVSdUJRRUtBdUVGOHNKRQ?oc=5,서울신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오페이증권, 국내주식 소수점 거래 시작…1천원부터 투자",https://news.google.com/rss/articles/CBMid0FVX3lxTFBvU3dVNjAwcUM1NXpJcW9ZYUpndHVpdkJjc3lTUkhTX1RwSnN4ZUxZbk1ueUtJVGtSSnFVbnVITkZoc0Z6aFpRVi1PbkFCbzdqclR2cWNMMmlkNWRSZ0FlcUdmdjNGal9OWUN6Tk56N2Y3WXVteVFF?oc=5,한국경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[피치원뷰]엇갈린 AI승부수,네이버는 AI팩토리시장,카카오는 AI에이전트에 승부수",https://news.google.com/rss/articles/CBMiR0FVX3lxTFBxUnJmbS14NUFPSUh4VXVFeEdjbTZ3WV83eUM0ZmVPdnB5ODAxZV9TMW9SX0tYd2dFX3J1LVNmS0EtTFZZMExz?oc=5,피치원미디어,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 브런치, ‘브런치북 출판 프로젝트’ 수상작 10편 출간",https://news.google.com/rss/articles/CBMiVkFVX3lxTE52Zjkxa2VlWEtaUXhyTGxoY3lnSFhPTFNYQUlEUENORjdSUFBRRTk4RXVhRjN5LUxUM0VMcTc1eUVQVGFoR3pkVEd5NHlCcmVUd2RKUGdB?oc=5,헤럴드경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 브런치, ‘브런치북 출판 프로젝트’ 대상 10편 정식 출간",https://news.google.com/rss/articles/CBMiYEFVX3lxTFAta2MzU3lSVWZldnJfcU83ZnVreGNzeU5vcjZqVi0xQUI2cmtIaDNTdVNVTTJ3VVFsU3pnVDRzMTI1V29PaTEycFNhb3poVFdtcVBfMnd6QXhfcFRpUjEyUA?oc=5,메트로신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터, 텐센트뮤직과 K팝 시상 확대…‘TIMA’에 2개 부문 신설",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBmSXlxRWdoZzFUVmRHbUdUcEFNQjRneEdrSU9QWUtpb0lLcjN1RXV6TW5aSi1RVHlJLU9QU3lkaVh3S0pOYnBnNFZ4cUFJTlMzSXBhaw?oc=5,이투데이,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"삼성전자도 ‘1000원 투자’···카카오페이증권, 소수점 거래 시작",https://news.google.com/rss/articles/CBMibkFVX3lxTFBUWjZqOERnYTFCQXcxWTRzZGtsNDlDdjhNUDFIVkZWTmwydGRvZWZJbmdIYzJZc2pROXdobjlCR0RETTNVNG1JNVh5UEZ4VUJVWDE3Ukg0ZlZIREppaHdjdTZaVjJxNldnNmNUN2ZR?oc=5,더리포트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"옥천군 청산면 행정복지센터, 면정홍보 카카오톡 채널 본격 운영",https://news.google.com/rss/articles/CBMibkFVX3lxTE9LNENZd3RWdDJDQ1NnaFBDSnBOSGlCRDBRUVFpWVpKbGRmZmRvN0RBNnh6dERGeDlQaGxqYjVYaXBhUzU4Ym9qOWtTT2tpTDdtdkgwb3VUOGFvMmhMTnFqbV9LSzBLeVBFMUM0dVZR?oc=5,시민행정신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
