검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[리포트 브리핑]카카오, '카카오 AI, 제 값을 받기 위한 조건' 목표가 61,000원 - BNK투자증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5zRkdUTkkzMm5HQW01ODdEWnkwaW9zanlDNjZuR1lweEJqdkpQMXBjQ2Q2b3U1WnFWbnpLeVd1WU9KdFNyVjA5WjFfQTJuVUtZdXRyclN2dXdqS0gx?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 교섭대표에 네이버지회장…노조 “산별노조 위임 구조”,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1YRG5JR01Jc1JxSzBBZW1jby1MNVk1LWV0TGdWWU1ONVBhUUlpc05ibmYzTkc0Rmg4NENCZ3JqWGxfR2N5LUZIUDZ4N1F1SVhKY0wwdHhjcy1ISzFWMFZrVmRHMy0?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.88,,,,,,,,,,,,,
카카오,"카카오 주가, 7월 3일 35,500원 0.71% 상승 마감",https://news.google.com/rss/articles/CBMickFVX3lxTE51UXlCR2pnRGFtTmNlMHdQZGZmY1hRTFpMcXFYZC04Z2U2VUNmakZZSTgtUW9seTd2eHh4Yzlab0ZadExTUk5MdUVxV1FhXzAtcVZ0LXNfRFQ5Y3ZnS1FmZUJWY3pteW14eVlGVkNBb1o0Zw?oc=5,TopStarNews,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[모닝 리포트] 카카오뱅크, NIM 개선 지속…성장동력 확대 지속 주목",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9fcVFfR1N3UmZhc3BULU5lbXp4WURsWDN0UFg2VEl0MS1XdVoyVzJmNTFUXzlpdnV2ZlM4QzdBSUZVQ253T2pzaHhBV0w0ak9hRWR4NjY1QUhYZ0d3?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[리포트 브리핑]카카오뱅크, 'NIM의 큰 폭 상승, 성장과 이익은 평이한 수준' 목표가 33,000원 - KB증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE02cWxETjZaN2JOSS1VWVRNNVFTY3JqdE1jRi1jMlhFcmowNm9PenMtNmdLbjQwVmNuNFVaZlJVZnVFclJFY2JwU3kyT2V2RzhXNHdFUTJBai00RWdN?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,‘체감형’vs‘인프라형’…네카오 공공 AI 셈법은,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1sYnBiMXIySW95eTBvTDA4cy1FSXp4dk0zVW9PQlFhQ1oyc2VUZ1gtVTdHc0lmU1o5VVRVZ1lXLXlYZE15bTgzalAtVWM1YWs?oc=5,딜사이트,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"카카오뱅크, 2분기 순익 컨센서스 부합 전망…주가는 '냉랭'",https://news.google.com/rss/articles/CBMiU0FVX3lxTE04QW5BUjBqYmFidmp2T2FOcXhlN3hOWnVxc0k3R2l3UWlmbklYVDNtZFR0bXFkSGJ1N1hQUTF6UHpOc0haWVNQcHNqU0R5TGhxXzdN?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 주가 250원 상승 후 장마감,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1XNEFPYThldEtmZWl3RXZLNlZNTUVxRTE4UmJTMktUWE40OTBIME9HclFHcmcxTE5qTHZtdDdCN3R6Um84WG10MXlKenJkOXpXa29xQktkMXVJaGIw?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오게임즈 주가 30원 상승 후 장마감,https://news.google.com/rss/articles/CBMiXEFVX3lxTE14UTQwbTVfeE1kT3Y3cGk1NVlZUU1oelQ2ZGRVcDJESENTcGxIemNQT0o4OE1YclNqdUxsWDgzbmk3S0ozUzZRS3o0R0c0VXVENVFMNTluWWllTUZF?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오뱅크, 강보합 흐름 이어가…KB증권 ""2분기 실적 컨센서스 부합 전망""",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5jVXRVN204SjhYdkF0bExuMndMZXdfcmFPZ0J1RExLdnMxb05IY0lieUhlel8xWHFlUGZXZDB3VUl5R2o2NEltYTBOaWs1eXRkWDlDdmNMLVNVUE5paDdId05DeUNlMGdY?oc=5,CBC뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,[이슈] 플랫폼 경쟁력 입히는 카카오뱅크···캐피탈사 인수 후 신사업 주목,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5UVElqODg5YWprZVUwZzRLbHlVbl9OUEZUVHJ3MTRWYWgzVWVaMzFDOHVsTkxNU2tuVTZVOVRzTDZKaVlHcDBYeFplb201NWJCN204Y2NzQzdEcUJtZnpBNTkxaE85YUU?oc=5,팍스경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,“클라우드 선점할 정예 키운다”…카카오엔터·가천대 산학 모델 결실,https://news.google.com/rss/articles/CBMiZEFVX3lxTE8tejZVb29Ra2tuVnU1THMxbjRRR2xOUnA4VVJFamRkckxVS2Z1Rm5wbko2UFF5ak9Tcm9nWDA4bTZDN1hJS2pqRi12N3F3NDZmUGkwQVhnUl85aHVkd0JCNDBVUmg?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"네이버웹툰·카카오엔터, AI로 인기 IP 활용 범위 확대",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1vVjRzQU90b09ycEpHMjFBa3ktTUVDdkkxY2ZndWNSWEFDQ1hOMFctYzZhSjlpeTAxQXRvd0NKdVRJNEtBM2pEWTY4SWJBYzRBZUxVV2lTSWhJeWtKeThtUA?oc=5,뉴스토마토,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터프라이즈, 가천대 클라우드공학과 현장실습 성료…실무형 AI·클라우드 인재 양성",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBobFEyaFV5Mm9tcW53MUYtbHk2TFRETDdad05ORUotRC1Td2RQUjRQRHh6U3NSRG5na1Z2U2lkOUE2Tl9iN280djdQZl94ZUFzeEg5eVlRelAtQ0xTNDNMTE1yanZSQW5R?oc=5,테크월드,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[리포트 브리핑]카카오, '카카오 AI, 제 값을 받기 위한 조건' 목표가 61,000원 - BNK투자증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5zRkdUTkkzMm5HQW01ODdEWnkwaW9zanlDNjZuR1lweEJqdkpQMXBjQ2Q2b3U1WnFWbnpLeVd1WU9KdFNyVjA5WjFfQTJuVUtZdXRyclN2dXdqS0gx?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오 교섭대표 논란에 화섬식품노조 ""공식 권한 위임""",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5hSjgxbGlibTJlLVVxQUdWRFkzOGNXMmVRMW9hYkZHOFNiOWxkaWdIUmwzaDRsTmYzbkxfR0hfT0VPdXoxZmo0c3pteUVFNzhZaDNSalIxRjhLRzFzRmc?oc=5,포커스온경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 협상안을 네이버 노조가 승인…누가 봐도 기형적 구조,https://news.google.com/rss/articles/CBMiWkFVX3lxTE82Zkl4dE9LTUJRd0RScXVZRUZ4ZENMNkJYa1plM2ZCU3VPSWU5aWstNGRtN1F4TkR4MkZXMlE2TFQ3VzNEMGxyTnM1Q2tXT0hNVUZjbXROaVlrd9IBVEFVX3lxTE1nWHFRNDh0b2VNb25lRVQ4aUtWWmQ4SWdSdDRpWXI0cm4zZHExTGlpT2xRRnpsUmJZR1p6UHpyTERFQ09QVlhGUWJrN0FzZ3Z0YkNZVQ?oc=5,한국경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 “AI보다 ‘이용자 신뢰’ 우선”,https://news.google.com/rss/articles/CBMidEFVX3lxTE02Z3QxU1FGd2xiQXRrV2RxRUdGc1A2MU50bmFITEp3RVhWcXlkRlRyblNEajRCcGgyaHpiM2d2T21tLUstOC1oYnpYaDFPT05jcUx5UDdZbFhRbHFFQWlvbXRtckZMV2Mydk5nclIwZ1IyRXcx0gF0QVVfeXFMTTZndDFTUUZ3bGJBdGtXZHFFR0ZzUDYxTnRuYUhMSndFWFZxeWRGVHJuU0RqNEJwaDJoemIzZ3ZPbW0tSy04LWhielhoMU9PTmNxTHlQN1lsWFFscUVBaW9tdG1yRkxXYzJ2TmdyUjBnUjJFdzE?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터프라이즈, 가천대 클라우드공학과 현장 실습 성료… 실제 업무와 밀접하게 연결된 개별 프로젝트 진행",https://news.google.com/rss/articles/CBMia0FVX3lxTE9ody1hMDRRY0tLWFo3OUlwUEFuVFJQZERLd2JzSFlEZFZSMTJGb1ZDQlNMRm5mV3dQdjVZeW5US1htTVVEV0xORkczOEwzc1Joa1NPS2VTRE4xT1BqRUlGV0Z5Q3YxbkVJUnlB0gFrQVVfeXFMT2h3LWEwNFFjS0tYWjc5SXBQQW5UUlBkREt3YnNIWURkVlIxMkZvVkNCU0xGbmZXd1B2NVl5blRLWG1NVURXTE5GRzM4TDNzUmhrU09LZVNETjFPUGpFSUZXRnlDdjFuRUlSeUE?oc=5,에이빙,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,[#클라우드 월드] 카카오 '가천대 클라우드 현장 실습'·딥엑스-고시다테크 '엣지 AI 파트너십'·사이냅 '일잘러 페스타' 참가·포티투마루 '글로벌 AI 프론티어 심포지엄' 참가·AWS '항생제 내성 대응 플랫폼' 구축 지원·과기부 '글로벌 양자협력' 논의,https://news.google.com/rss/articles/CBMib0FVX3lxTE9CWnR0cEVZSHY3bVpBNE85b3FVMVFMd2hyRnoya2hfVUdiUUNNQjV1enVWVE9ubnNQWDdMNWtkSzNTWFJZc01CcnVheDA5SWFBWnRERzh0VUpxWTZLelBtM29rcXVmZ3dDLUk5N0U0Y9IBc0FVX3lxTE9PREdCWWdndjFoYTJ3S2J1TlU1N3liTTJPcTgwQzZsd2ZOcUkzMzduZF9DcFU2NmR5SE1CWmpUdGZ3dzN0d051dGcwSlViRjl1M25KMEVTQ1h1aW4tbWkzcjhQRG8wbmFCcjZGYnFfQnliRlE?oc=5,뉴스웍스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[ABC AI금융시대 = 신원근 카카오페이 대표] AI가 금융을 대신하는 시대, 생활금융의 운영체제를 바꾼다",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1PSTBYRDdocGlMeGktVFN1SXhhMWQ4N1FuZ0s4ZmNWTEFIdFFfWTZCalB4bXFFaUlKV3NwcHVQVHlMYnNYbFhsWk4yQnhja1RHSDB0UjdHWEUyQdIBWEFVX3lxTE1jM090Y0dGZUFyZmcyX0FSZEp5N2hzT0dnckk0Ylk5S3ZFYjlleDRBc3M1M2ljWDg5UDVicERRZDFMb2VqZFdBek5KUTdIa0c0cFZiTkpqLWE?oc=5,아주경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[ZD SW 투데이] 카카오엔터프라이즈, 가천대 클라우드공학과 현장 실습 外",https://news.google.com/rss/articles/CBMiT0FVX3lxTE15V0FCWG82QjdWX3V6ckpoQ1gyclJzdmpZVnpTcXdISVEwSEgyVjhNR0JHcGVOby1YYWpRU2NfZFhOaHp5Q2xZdnIwWW9IQ2c?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 ‘대각선 교섭 논란’에 화섬노조 “교섭권 위임일 뿐”,https://news.google.com/rss/articles/CBMibEFVX3lxTE9ycmNEYTFaWTNrNjIyeTJzdlFyeVpRLTdRLWEwUS1HUEhqWUNBTkFSSFU2aFNOS0ozRmdQU0xEb1NRcjZobTl6Uy1pRnhEZmFMbG9UY0d2QWgwQUk5enhlLTV2MU9hd29nNGdTOdIBbEFVX3lxTE9ycmNEYTFaWTNrNjIyeTJzdlFyeVpRLTdRLWEwUS1HUEhqWUNBTkFSSFU2aFNOS0ozRmdQU0xEb1NRcjZobTl6Uy1pRnhEZmFMbG9UY0d2QWgwQUk5enhlLTV2MU9hd29nNGdTOQ?oc=5,국민일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오·네이버 노조 ‘교차 교섭’ 논란⋯노조 “승인권 아닌 위임 구조”,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBVeFdLMzRNbHFUMXhkQ055SFNwdzlONTZsRXNWYTltemx1S1p6cjBmUGtCMGhUclM2ZWFOTTVfVGxTZmJ1SkhCMU9ya1FzUGpjOEdWVDZIMWFDUQ?oc=5,브릿지경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크·한화생명, '캐피탈사' 인수 나선 배경?",https://news.google.com/rss/articles/CBMia0FVX3lxTFBEOGh4aVNacGtBQjRUeGVDX2FCZFZZRVQwV21EQWNOcTAwWFFuVExzV1gzMTRNMGU2WHExSXNZMFVDdGhSeWp4MVBZRHZ0SmtqMmR4QU9SOUdKaG5OYWhFSHVmVThVUjBfazFn?oc=5,비즈워치,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 노사 협상에 네이버 참여 논란,https://news.google.com/rss/articles/CBMibEFVX3lxTE1IeGpUNGVmektLSHl3b1Zmc3RxZHF4NW1rUGNTTnB0Q2VMamo0RXp3SFNBdlEwVHlKTDUwUWNXazJWdVpBTWZZcjVseXNUQ0lvYUFFbkJfN1lXcTFQOG9SSW44QU9xOWJpeDg2Zg?oc=5,중소기업신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 교섭대표에 네이버지회장…산별노조 위임 논란,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5YZk11YlpEYjhmaG5MZEcxVkJiQU04REpULVgwQWkxTGUxeVVkV29ZV2FWWU1ZUmpQMFRlSjNxWW5ibEtCSERvMnpYRGdTNzVfaDNXLWY4TFluSmNJZjdfb282S3Y?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,[비즈톡톡] 노조 연대라지만… 카카오·네이버 ‘교차 교섭’에 기업들이 떠는 이유 - 조선비즈,https://news.google.com/rss/articles/CBMiggFBVV95cUxQOHlXSkRSeUtJSVIwUlN0YTZOaDVSZEhqOEF4TEpQZFhQekhpRzhWMzJocE5ZNTRUMGswZjEzdjB1RW4zUmxLSmlJc2JXZHR5bnVHbFRZZ1VoSFpzLVZ6dnc0cTE5OURSX3ZwX0I1RTFIVzQxcGtrREY2b1B6RWRPZjln0gGWAUFVX3lxTE9DY2xHcEpIMXdjMFZnUzZZMXk2Z0c1NWJ5elRzeWVKM2dwdlpXcHF1TjdHcklZNEQ2TzYtdjJxVlJTVGQtRnpEN05MSDZfQjZNQTNRZ0NLS0JINHhwZ3NlOFljZjBaM3pGMmJlQVBHWVhxX0VKWGxzYTJFVFZjeXdMbVhPRzU0UkVVV0dmWWdkVERZN2lJQQ?oc=5,Chosunbiz,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 교섭대표에 네이버지회장…노조 “산별노조 위임 구조”,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1YRG5JR01Jc1JxSzBBZW1jby1MNVk1LWV0TGdWWU1ONVBhUUlpc05ibmYzTkc0Rmg4NENCZ3JqWGxfR2N5LUZIUDZ4N1F1SVhKY0wwdHhjcy1ISzFWMFZrVmRHMy0?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.88,,,,,,,,,,,,,
카카오,카카오-네이버 ‘대각선 교섭’ 논란...산별노조 “교섭권 위임했을 뿐”,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1CRVl3am1pbFNlWjktdG1Odm8wcC1DODlaSFJJTUE2ejliNVpKNUVSeDV2NDBOTlNZUUVCQVlFdUJPaDhSTUNsa3lWVnVBQTNrb0E4TFhkY0xxZ3RWVkZUOTJGTE1rdU0?oc=5,M이코노미뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오엔터프라이즈, 가천대 클라우드공학과 실무형 인재 양성 ‘현장 실습’ 마쳐",https://news.google.com/rss/articles/CBMia0FVX3lxTFB0SmtRZ0NFQ2NkRjZwMkpJNHpPN192dzRGTXZGMVZhaHdfekk1aWxoMUNCdEYzSkwxbU5rVDM5ZnZRMklEcnBHaTZ6SE1Jb1RjaVJ6OEdoU19uc2FJLUhGMldOUDR2ZmtFV2ZJ?oc=5,BBS불교방송,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오-네이버 '대각선 교섭' 논란에 노조 ""교섭권 위임일 뿐""",https://news.google.com/rss/articles/CBMiXkFVX3lxTE1hY3UyakRiNC1EWExkZnQxRlgtQjk3ZTZKeDJuOE1qUnVhTmJHb292LU1XVnFLZ0hramxVa1NQcFloMjVETkhxSzZTWXdtZFpCZVcwN09iQVhTenVNb2c?oc=5,아시아타임즈,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"네이버 지회장, 카카오 교섭안 승인 의혹에…노조 ""사실 아니다""",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9oMVRzTTEtR1FQUXhzSFk0dWFCLTAzb2lkTnhUUUoyMTlZd1ptaWpKZ05LaDlWdmNyaVNGRlU4elhmdjBJT2w2RjR1SDNwYWs?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"노티플라이, 카카오 비즈메시지 공식 파트너십…“카카오톡을 고객 행동 기반 CRM 캠페인 중심으로”",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9Ta2lobDhFRXVYMElTd0h1alUxd2J6MnB6R3ZnRDk2M1J5SnNGS0tOckxCWEhCMDlEX1RoMFRvcGJwUXAzWTVpQ1NLWkhicmRZRDNr?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오게임즈, 어떤 유망 개발사 확보할까",https://news.google.com/rss/articles/CBMia0FVX3lxTE5Ea09wRGhGWlUzWF91TTZqcFpoa2VocFhNQ2Z5QVNOQW9mMFozWmx0MkF3VlBieW0xelNOWHBsUkNkV0x4akVmZDQ1cXlNY2ZZNWtFUlJpd1l5Z3YxOXFEaW1Xb1lHdF9maU1n0gFvQVVfeXFMT1NidTExZ0dYYks5dnRrNGhybGRPRWRTTm84NFFPMTBlRU40T2lIT2RJWWQ1YXIzQW12MEs1cGduaU51UEFhelVOb1dRQ25vSlh0YzBpeWJQUXJ2RTJBRHIzLXlXREtWeHdGOFpIWGk4?oc=5,시사위크,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
