검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,카카오뱅크 노조 첫 파업 돌입...조합원 700명 이상 참여,https://news.google.com/rss/articles/CBMiT0FVX3lxTE0wWUx6Wlo0Q0l3SUVlUFNKT1h1UEg0QzFCLTl5YlRUaktfVlZWZnMtcXNPcjlQOTNGbDhJaUdUVkFGWlNabS1La0pHbUtBZnM?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.88,,,,,,,,,,,,,
카카오,"NHN, 전자결제 상장기업 브랜드평판 7월 빅데이터 1위...카카오페이 뒤이어",https://news.google.com/rss/articles/CBMifEFVX3lxTFB6VlFJMUQxa1RqZERPeGNRWE9xLXoxMlRhMmlaWWs2bVY5TF9WM0M2Y3ZyWmxhM1ZIVjJsbmc5Q2t3WDNoYjNlaTY4cW1Laml6ZDh5bFZySW0yMldSOXZIZ1ItTFdIekdZcXdFY2pUNDFldUk5elNtNGFvSkM?oc=5,빅데이터뉴스,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_low_value_ranking_article,,,,,,,,,,,,,
카카오,'카카오 제주 임팩트 챌린지 with 제주대학교’ 부트캠프 개최,https://news.google.com/rss/articles/CBMic0FVX3lxTE52V241UDRWSjhzU1lnbXBxalJuU0hFMERpd1g1UXhSMEU1S0EtMGhiTFJrMmtsQk5kd3ZlcDEwZHBzdGdfYkRXbHoxN0ZhRzNpZXc1UzBkazYwaGZsNFcwN2F6N1JMaFp5WXltSXM2dXE1aFU?oc=5,헤드라인제주,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크 노조, 첫 파업 돌입… 노조 추산 700여명 참여700여 명 - 조선비즈",https://news.google.com/rss/articles/CBMigAFBVV95cUxQTEZHd1pfV0NwWE1vUGlhOUJKNlBjRENpS2QwSW9BNnVUdFhqQUU4REkzOXQwbVkzNGJNMC1IbUJraXhrNkZ1R3FzYXNMSmxfTjVEWDZMRmFSTDNvWllpWExtM2hGRFZ5cklwa0J4WXlQOFRmWHdROGFLN1hkTjVzbNIBlAFBVV95cUxPa2hEM29acE1qQktHRUJuTVFBTzd2MHBqSmtwT1NXZ0xlQXBoSm5BZ2R5VGJRNDVsdndMdE1Edm5GaFpCdE5QVnR4UW5BWWU1VGR6Y1FCNnZ5R0xmS0R0VkZQUXhPOFdrdHQ5LTlmNXAyVGFYeU9QdkRQamkxQmI1VzRUNDh6cEdEVTNjdGZTbV9uZlpF?oc=5,Chosunbiz,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크 노조, 하루 파업 돌입…700명 이상 참여",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9jNTBORGQ1XzI5dWh5NGlQUjV6aGRvZE9oRE1jMGxDd0tiVkY2RkwzX21rRmstSTB1N01WRzMwWHBQVkxINms0Z1Z0ODBEdjg?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 노사, 임금협상 잠정합의…최종타결 ’눈앞’",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8wNDZOdGtRREhGRDVyZFZhdllBeU9tYWxqQ19HUG1oYTU3Y0E4cWpoejZ1WlZDdlVPTkp6MHJSemI4b21SczdjY1I3MXJGSTF3azBqd0dWS0RjVnhGenlBdmcxa0dVZEE?oc=5,연합뉴스TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오뱅크 노조 첫 파업 돌입,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1TR2JoM3ZPaUtNSmo5bmdKb2ZmclZGWWxxc2tRRUV0SW9sYTFGTlZqcnh0Mjc3Yk1jc1NWS1hwa2dwMURxdFI3bW15ZE5wcTFaUTF2QWU3VHFJM240YzhJWQ?oc=5,아시아경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 노조 ""뱅크 파업은 관련 조합원만, 향후 투쟁 방식은 논의 중""",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1GNFV2eDNGeXpuMGx4MHhKUzIyTGRTSVg1MHBqQnpjRG5Zd2h0dmpsT3UzaTkyUGRsMkJiOUxnZUZJNEdJa0dYa3NLWlRzNVBXdElCXzh0TGRZT3hPVWlock1zeVk?oc=5,디지털데일리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오뱅크 노조 파업 돌입…“700명 이상 참여”,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9iVmxlR1Y5RG5WSDhZR0M5RzZFeDBtRjVnNE5TUlZLRG11TGhWMWRBb24tOXRJSHVFUTg3cE40eEdBeGZBN0dudjFqWUR0THFHVTNyN2I4U3FJLW8wV3pGYm9PUHU?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"TS·카카오모빌리티, 모빌리티 데이터 공유…자율주행·교통안전 협력 확대",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1kb3BCMjc3cWtJNnVpTHoyNHhWMDQ5M0RSVnBZNV85UXg5Ym9wR0JWQVdqM3BNWGFGUy1Hblhxenc0S1hBZ3pVMlA5VE9VUQ?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
